Tweets,Cleaned tweets,Detected aspects,Corresponding sentiment
"please between the spectranet evo mifi and the spectranet freedom mifi, which is better? please dears, save a soul. 🙏🏽",please between the spectranet evo mifi and the spectranet freedom mifi which is better please dears save a soul ,,
tizeti netflix watch what?!! crappy network. i use it. terrible service. you don't pick your calls +234 which is very expensive. when you pick the care guys are clueless about everything relating to your operations and are always escalating without results. 🤦‍♂️🤦‍♂️🤦‍♂️,tizeti netflix watch what crappy network i use it terrible service you dont pick your calls +234 which is very expensive when you pick the care guys are clueless about everything relating to your operations and are always escalating without results ,['customer service'],['Negative']
smile or spectranet?? good people which one do you prefer and why??,smile or spectranet good people which one do you prefer and why,,
atoyebibamidel2 dzinkuz drjoeabah spectranet_ng ntelng lmaooo... that waa before. it's capped now,atoyebibamidel2 dzinkuz drjoeabah spectranetng ntelng lmaooo that waa before its capped now,,
tripleo_g sammiestarks spectranet_ng but they said no cap 😭😭,tripleog sammiestarks spectranetng but they said no cap ,,
"coming soon 🙌🙌 spectranet advertisement video #akolademj  lagos, nigeria",coming soon  spectranet advertisement video akolademj lagos nigeria,,
spectranet don't you feel like doing double day ta? 🌚🌚,spectranet dont you feel like doing double day ta ,,
qadis_ she must be working for spectranet cuz that's the only explanation for that tweet,qadis she must be working for spectranet cuz thats the only explanation for that tweet,,
spectranet_ng sending me data mgt tips after 50gb finished in 1 week. na wa,spectranetng sending me data mgt tips after 50gb finished in 1 week na wa,,
wifisupport1 tizeti after making me pay 12500 instead of 9500,wifisupport1 tizeti after making me pay 12500 instead of 9500,,
furthermaf f*ck tizeti ipnx way!!!!!!,furthermaf fck tizeti ipnx way,,
j_anowa spectranet_ng they are crazy. 2014 was the last time i used them.,janowa spectranetng they are crazy 2014 was the last time i used them,,
spectranet,spectranet,,
"i went for this was because i found i was using up spectranet's 100gb fair-usage cap on its ""unlimited"" data plan in less than two weeks. more than once, i've paid 18k for it, twice in a month.",i went for this was because i found i was using up spectranets 100gb fairusage cap on its unlimited data plan in less than two weeks more than once ive paid 18k for it twice in a month,,
ladetawak spectranet_ng nope... not just you... same thing on my end,ladetawak spectranetng nope not just you same thing on my end,,
glos bulk subscription is a bloody scam. money i should have used to buy spectranet 😢😢,glos bulk subscription is a bloody scam money i should have used to buy spectranet ,,
spectranet_ng how can i renew my evo mifi. i can't access your branch offices now. i think there should be a way i can sub withy credit card,spectranetng how can i renew my evo mifi i cant access your branch offices now i think there should be a way i can sub withy credit card,,
tizeti wifisupport1 is this how you guys want to add to our stay at home covid-19ation? fluctuating and frustrating connectivity?,tizeti wifisupport1 is this how you guys want to add to our stay at home covid19ation fluctuating and frustrating connectivity,,
"renewing my subscription for my spectranet evo mifi rn has to be the worst decision i have taken today. whatever ""reset"" signal with the arrow your customer care rep said is next to it doesn't exist on mine. spectranet_ng",renewing my subscription for my spectranet evo mifi rn has to be the worst decision i have taken today whatever reset signal with the arrow your customer care rep said is next to it doesnt exist on mine spectranetng,['customer service'],['Negative']
dear mypaga mypagacare i made payment to refill my spectranet_ng account through your platform since 10.31am using my gtbank gtbank_help and am yet to get my account updated or get a refund. kindly assist to process transaction urgently so i can renew my account urgently.,dear mypaga mypagacare i made payment to refill my spectranetng account through your platform since 1031am using my gtbank gtbankhelp and am yet to get my account updated or get a refund kindly assist to process transaction urgently so i can renew my account urgently,,
tizeti pls now 😭,tizeti pls now ,,
spectranet_ng = 💩 💩 💩 💩 💩,spectranetng =     ,,
papishow you still dey use spectranet?,papishow you still dey use spectranet,,
"that spectranet money pain me sha, but just had to!!",that spectranet money pain me sha but just had to,,
ifedigbo tizeti ngcomcommission they wouldn't come. they have crazy individuals working for them. they would call you to say they are coming and change course without recourse to you. bunch of time wasters,ifedigbo tizeti ngcomcommission they wouldnt come they have crazy individuals working for them they would call you to say they are coming and change course without recourse to you bunch of time wasters,,
yforyemi spectranet?,yforyemi spectranet,,
"lmaooooooooooo i'm overflowing data, spectranet and smile loves me 😭😭😭🥰",lmaooooooooooo im overflowing data spectranet and smile loves me ,,
spectranet_ng you guys should do double data today naa 😩😩,spectranetng you guys should do double data today naa ,,
"ucheswish perfumes, spectranet, chocolate, phone cases etc",ucheswish perfumes spectranet chocolate phone cases etc,,
"sky_jfk ntelng tizeti that's the plan going forward, guess i'd start using them from january, ntel has overstayed their welcome",skyjfk ntelng tizeti thats the plan going forward guess id start using them from january ntel has overstayed their welcome,,
spectranet if u want to cry,spectranet if u want to cry,,
"tizeti wifisupport1 this is the 9th day my internet hasn't worked. i hope you guys are happy. when i have time, i'll get my money back from you guys. this is pure cheating.",tizeti wifisupport1 this is the 9th day my internet hasnt worked i hope you guys are happy when i have time ill get my money back from you guys this is pure cheating,,
who uses ooo,who uses ooo,,
get your spectranet... it legit.. dm for details.. plss rt,get your spectranet it legit dm for details plss rt,,
7salmy but spectranet is now terrible.,7salmy but spectranet is now terrible,,
switched to using my dads airtel mifi. the ease with which i've been using the internet since 😭 spectranet is rubbish,switched to using my dads airtel mifi the ease with which ive been using the internet since  spectranet is rubbish,,
"tizeti, please, what's happening nah?",tizeti please whats happening nah,,
christikeyes spectranet,christikeyes spectranet,,
spectranet_ng when is 100% bonus offer pls,spectranetng when is 100 bonus offer pls,,
"this is me putting it out there. if anyone is reading this and is thinking of buying spectranet_ng mifi, please look for some other company to patronize. they are simply untrustworthy and should i say inept or irresponsible? i was warned about their unprofessionalism. sad.",this is me putting it out there if anyone is reading this and is thinking of buying spectranetng mifi please look for some other company to patronize they are simply untrustworthy and should i say inept or irresponsible i was warned about their unprofessionalism sad,['customer service'],['Negative']
rockstarvique sigh. i guess i'd have to stick to spectranet.,rockstarvique sigh i guess id have to stick to spectranet,,
bolaji___ tizeti this is why i was reluctant to post this. people will flood their service and it'll become poor 😂,bolaji tizeti this is why i was reluctant to post this people will flood their service and itll become poor ,['customer service'],['Negative']
"wifisupport1 alhaji_biggi bbnaija tizeti heyiwhunmmy i have been laying this complain like forvever y'all keep asking for the same thing and sayimg the same thing even rudy's with zero improvement... your network is being worked on bla bla , it has been restored bla bla , same thing all over again bla bla bla ...",wifisupport1 alhajibiggi bbnaija tizeti heyiwhunmmy i have been laying this complain like forvever yall keep asking for the same thing and sayimg the same thing even rudys with zero improvement your network is being worked on bla bla it has been restored bla bla same thing all over again bla bla bla,,
spectranet has denied me productivity for the past 4-5 hours 🤦🏾‍♂️ fix up,spectranet has denied me productivity for the past 45 hours  fix up,,
wifisupport1 tweetmrsly1 tizeti another lie,wifisupport1 tweetmrsly1 tizeti another lie,,
spectranet_ng thank you for the swift response via dm. it is not working.,spectranetng thank you for the swift response via dm it is not working,,
slimgeenius lmaoo spectranet no dey share data o,slimgeenius lmaoo spectranet no dey share data o,,
"pay for your dstv, gotv, electric bill, spectranet and by data at mayor bizu world today let's stay safe and encourage the gov. due to the corona virus pandemic, the government has ordered a lockdown of all major...",pay for your dstv gotv electric bill spectranet and by data at mayor bizu world today lets stay safe and encourage the gov due to the corona virus pandemic the government has ordered a lockdown of all major,,
spectranet_ng i am having issues with my spectranet pebble mini...,spectranetng i am having issues with my spectranet pebble mini,,
spectranet is just a big scam!,spectranet is just a big scam,,
spectranet seems not to be a good buy anymore.. they are jonzing big time.,spectranet seems not to be a good buy anymore they are jonzing big time,['price'],['Negative']
name a scam: smile x spectranet unlimited bundles. lmaooooooooooo they should just carry gun 🙃,name a scam smile x spectranet unlimited bundles lmaooooooooooo they should just carry gun ,,
"after much deliberation, decided to give tizeti a trial again. already regretting my decision",after much deliberation decided to give tizeti a trial again already regretting my decision,,
"thegreatadetayo spectranet_ng no sweats bro, we dey suffer the spectranet pandemic together 😅",thegreatadetayo spectranetng no sweats bro we dey suffer the spectranet pandemic together ,,
tizeti_ who's this moron,tizeti whos this moron,,
tizeti netflix tundeirukera fccpcnigeria thank you. they have responded and acted accordingly. #ijaya 🙌🏿🙌🏿😃,tizeti netflix tundeirukera fccpcnigeria thank you they have responded and acted accordingly ijaya ,,
"kuvuki24 tizeti they probably had plans to increase it anyway. just hid under the vat. how 3k increment is no where near the 2% vat increment. the service is not so great and if they keep this up, i'm leaving them.",kuvuki24 tizeti they probably had plans to increase it anyway just hid under the vat how 3k increment is no where near the 2 vat increment the service is not so great and if they keep this up im leaving them,['customer service'],['Negative']
officialbambam4 spectranet_ng for now airtel but i heard ntel is cool so i should try them out this week.,officialbambam4 spectranetng for now airtel but i heard ntel is cool so i should try them out this week,,
i just realized ym spectranet won't work on kano. yikes,i just realized ym spectranet wont work on kano yikes,,
olawaleonibata spectranet_ng olawaleonibata no be your fault o!,olawaleonibata spectranetng olawaleonibata no be your fault o,,
thisisabiye spectranet_ng you are welcome,thisisabiye spectranetng you are welcome,,
these tizeti people think i'm playing,these tizeti people think im playing,,
the bolt driver that took me from my office to my house today has a spectranet in his car and i politely begged for his password that i wanna subscribe and he said it's for him alone after the trip he has the gut to say chairman 5 star ⭐ mofun iyalaya wereey e ni 1 ⭐,the bolt driver that took me from my office to my house today has a spectranet in his car and i politely begged for his password that i wanna subscribe and he said its for him alone after the trip he has the gut to say chairman 5 star  mofun iyalaya wereey e ni 1 ,,
"drjoeabah spectranet_ng doc, do try smilecomsng with their truly unlimited premium plan (if you have good signal at your house).",drjoeabah spectranetng doc do try smilecomsng with their truly unlimited premium plan if you have good signal at your house,,
spectranet has frustrated me today mtn too no network atall,spectranet has frustrated me today mtn too no network atall,,
shamsiyya__ we use spectranet at home and it is off the chain,shamsiyya we use spectranet at home and it is off the chain,,
spectranet_ng what the hell is wrong with you people? how can i be paying about 13k for internet and i'll be struggling to send whatsapp messages? what kind of fraud is this? and if we make complaints you people will just ignore. you guys are obviously a scam.,spectranetng what the hell is wrong with you people how can i be paying about 13k for internet and ill be struggling to send whatsapp messages what kind of fraud is this and if we make complaints you people will just ignore you guys are obviously a scam,,
"eriq, i assume? first of all accept my humble apology, i didn't mean to sound rude to you but take me as a case study i sub spectranet 18k unlimited (which is a lie) monthly cause of my tv and phones. i hate to check every now and then my data balance all i want to know is expiry",eriq i assume first of all accept my humble apology i didnt mean to sound rude to you but take me as a case study i sub spectranet 18k unlimited which is a lie monthly cause of my tv and phones i hate to check every now and then my data balance all i want to know is expiry,,
spectranet_ng fix the poor service in ijesha oh,spectranetng fix the poor service in ijesha oh,['customer service'],['Negative']
spectranet_ng quickteller dear spectranet_ng attached tickets refers; - i got your offer at 11:45am on sunday 26th may 2019 - i renewed my account with 15k at 11:26pm on the same sunday 26th may 2019 - you renewed my account with 60gb instead of 120gb against your proposed offer - you owe me 60gb.,spectranetng quickteller dear spectranetng attached tickets refers i got your offer at 1145am on sunday 26th may 2019 i renewed my account with 15k at 1126pm on the same sunday 26th may 2019 you renewed my account with 60gb instead of 120gb against your proposed offer you owe me 60gb,,
"is it a bad thing that i gave spectranet my number? these people are calling, texting and sending mails to me like i'm owing them data. i'll block one number another one will call. i'm not doing again ooo ahahaha...",is it a bad thing that i gave spectranet my number these people are calling texting and sending mails to me like im owing them data ill block one number another one will call im not doing again ooo ahahaha,,
"so i have spectranet, smile and now just added swift... this lockdown cannot lock me out due to annoying internet service providers.",so i have spectranet smile and now just added swift this lockdown cannot lock me out due to annoying internet service providers,['customer service'],['Negative']
tizeti oi my wifi hasn't worked in two days now. location: yaba send help efforts to reach you via telephone have been fruitless so far.,tizeti oi my wifi hasnt worked in two days now location yaba send help efforts to reach you via telephone have been fruitless so far,,
since yesterday service just come on my phone even my tizeti is not browsing yet,since yesterday service just come on my phone even my tizeti is not browsing yet,['customer service'],['Neutral']
i couldn't decide which spectranet bundle to renew to. then i remembered my precious facetime calls with the most adorable toddler in the world and it was case closed.,i couldnt decide which spectranet bundle to renew to then i remembered my precious facetime calls with the most adorable toddler in the world and it was case closed,,
"boy_tonero spectranet surulere as at now. i'm even surprised at the speed am seeing, normally its always at 0kbps",boytonero spectranet surulere as at now im even surprised at the speed am seeing normally its always at 0kbps,['speed'],['Positive']
spectranet_ng spectranetlte pls kindly respond ooooh do u still give 💯 %bonus to new subscribers ???,spectranetng spectranetlte pls kindly respond ooooh do u still give  bonus to new subscribers,,
_apinkeade spectranet_ng wawu. that's a lot of data,apinkeade spectranetng wawu thats a lot of data,,
spectranet_ng you're taking forever to credit my data account.😒,spectranetng youre taking forever to credit my data account,['customer service'],['Neutral']
tizeti please now!!!,tizeti please now,,
"tizeti please note your network has been down for an hour now. awoyaya, eputu area. please fix this problem asap!",tizeti please note your network has been down for an hour now awoyaya eputu area please fix this problem asap,,
sonofokere mtnng airtelnigeria smilecomsng spectranet_ng airtelnigeria,sonofokere mtnng airtelnigeria smilecomsng spectranetng airtelnigeria,,
"iceugwa spectranet_ng lol, maybe it's a new policy or maybe there is some form of eligibility.",iceugwa spectranetng lol maybe its a new policy or maybe there is some form of eligibility,,
spectranet not bad here,spectranet not bad here,,
"tizeti i live in gbagada, your network is not strong for netflix, fix it oooo before i migrate with my friends to another network c gidi_traffic",tizeti i live in gbagada your network is not strong for netflix fix it oooo before i migrate with my friends to another network c giditraffic,,
spectranet_ng what's up with your network too naaaaaaa 😭😭😭😭😭😭😭😭😭😭,spectranetng whats up with your network too naaaaaaa ,,
yay tizeti just refunded my money. now we can go our separate ways amicably.,yay tizeti just refunded my money now we can go our separate ways amicably,,
"tizeti i just stayed on your customer care line for 30mins trying to make enquiries about for someone thinking of coming onboard, that is a disturbing sign",tizeti i just stayed on your customer care line for 30mins trying to make enquiries about for someone thinking of coming onboard that is a disturbing sign,['customer service'],['Negative']
"spectranet_ng ho, does the evo mifi connect multiple devices?",spectranetng ho does the evo mifi connect multiple devices,,
tinko_abby spectranet_ng all of them,tinkoabby spectranetng all of them,,
"we've always got data for you to meet your dream. for downloads and uploads of your online course material, you're in safe hands with spectranet data plans! call : e-mail : #onlinecourses #elearning #domore #750naira #whywelovelaycon #lucy",weve always got data for you to meet your dream for downloads and uploads of your online course material youre in safe hands with spectranet data plans call email onlinecourses elearning domore 750naira whywelovelaycon lucy,,
spectranet_ng m_customerfirst sure. thanks!,spectranetng mcustomerfirst sure thanks,,
riqueza_cakes get spectranet then .,riquezacakes get spectranet then,,
spectranet is always terrible at night. fix up ffs spectranet_ng,spectranet is always terrible at night fix up ffs spectranetng,,
spectranet_ng are we getting 100% today ?,spectranetng are we getting 100 today,,
i don't know why spectranet_ng has the shittiest customer service like it's just wild,i dont know why spectranetng has the shittiest customer service like its just wild,['customer service'],['Negative']
